avgTemp,minTemp,maxTemp,rainFall,avgPrice
2.1,-1,7,0,1732
0.3,-3.7,4.9,0,1779
-3.6,-6.5,0.1,0.1,1811
-4.8,-9,-0.3,0.1,1811
-3.3,-9.1,2.7,0,1811
-0.6,-8.4,7,0,1862
0.8,-4.5,6.3,0.7,1866
4.4,-2.2,10.7,0,2176
5.7,1.1,10.8,0,2398
4.5,-0.4,9.4,0.3,2395
2.2,-0.5,5.3,1,2395
-0.1,-3.1,4.3,0.6,2395
-0.3,-6.4,6.8,0,2562
1.6,-4.3,7,0.6,2636
4.6,-2.2,12.1,0.1,2662
7.3,0.9,14.5,0,2662
5.8,4.1,7.9,2.1,2748
6.2,2.4,10.6,0.5,2748
5.6,2.7,8.4,4.4,2748
5.3,3.6,7,15.7,2829
4.9,2.3,7.9,3.6,2926
4.5,0.6,9.9,0,2953
3.9,-0.4,9.5,0,2996
3.9,-1.2,9.6,0.5,2971
4.5,0.7,9.6,0.1,2971
0.3,-2.8,3.4,0,2971
-0.3,-5,5.1,0,2993
1.6,-4.9,8.2,0,3011
4.5,-2.7,11,0,3133
6.1,-0.2,12.9,0,3201
7.2,3.4,11.2,5.4,3253
9.3,6.7,13.4,1.9,3253
7.3,2.6,12.4,1.2,3253
3.9,-0.8,9.5,0,3290
3.9,-1.9,10,0,3330
5.3,-2.2,12.7,0,3322
6.6,2.3,10.4,7.6,3302
6,3.7,8.3,19,3290
4.8,2.2,8.8,1.2,3290
4.4,1,8.8,0,3290
4.6,-1.3,10.8,0,3337
8.1,-0.7,15.6,0,3337
9.9,3.7,17.4,0,3330
11.9,1.8,18.9,0.6,3331
12,7.8,15.5,25,3353
7,2.8,11.8,0.1,3353
5.5,-0.2,11.7,0,3353
10.1,1.3,16.9,5.7,3352
6.7,2.8,13.3,24,3325
8.7,0.7,15.7,0,3318
8.3,3,14.2,0,3300
6.3,0.7,12.3,0,3363
6.8,0,13.8,0,3363
13.3,2.7,21,0,3363
16,10.7,22.4,0,3355
13.7,10.1,18,4.8,3399
12.5,7.8,17.6,2.2,3399
10.8,3.8,17.1,0,3385
10.5,7.4,14.7,0.7,3425
12.7,6.2,20.1,0,3425
14.7,7.6,23.3,0,3425
13.3,6.9,21.1,0,3468
11.9,4.8,19.2,0,3495
13.5,5.7,21.2,0,3494
13.6,8.6,19.2,1.9,3473
15,11.5,19.6,0.7,3471
12.6,10.7,15,57.6,3471
12.4,9.5,16.4,4.1,3471
15.7,8.8,22.8,0.1,3452
19,11.1,27.2,0,3462
14.7,11.4,18.9,28.6,3458
13.1,8.2,18.1,0.5,3451
14.5,5.4,23.1,0,3461
16.9,8.6,24.9,0,3461
16.8,11,22.1,0,3461
18.7,12.9,23.7,0.3,3462
18.8,14.7,23.2,5.6,3462
19,15.6,23.7,1.2,3360
17.4,13.4,22.8,1.5,3384
18.9,12,26.1,0.1,3260
19.6,13.3,26.2,0.1,3260
17.7,10.6,25,0,3260
18.4,10.7,26.5,0,3199
18.9,12.5,27,1.1,3058
18.4,12.6,26.1,0.1,2931
15.9,12.2,20.8,0.2,2764
14.5,12.4,17.8,0.1,2695
15.5,11.3,20.9,0,2695
16.9,12.2,22.4,0,2695
15.6,14,17.1,17.6,2632
17.5,13.1,22.9,0.5,2613
17.3,11.4,23.7,0.1,2540
16.1,11.2,21.8,1.3,2587
16.7,9.3,24.6,0,2576
17.8,11,24.6,0,2576
19,11.6,26.9,0,2576
19.4,12.3,26.7,0,2586
20,12.5,27.7,0,2551
20.7,14.6,28.1,0,2512
19.7,14.8,25.4,0.3,2366
19.9,15.3,26.1,0.3,2346
19.7,12.7,27.4,0,2346
20.4,13,27.6,0.3,2346
19.7,14.9,25.8,1.3,2346
20.4,15.1,26.7,0.1,2304
18.7,16.6,21.9,3.5,2288
19.6,15.5,25.5,1.1,2305
19.8,14.3,25.8,0,2310
20.3,16.4,26.5,1.5,2310
20.9,14.6,27.7,0,2310
21.6,15.6,27.5,0.2,2298
23.1,18.7,28.8,0,2294
22.7,18.5,28,0,2294
22.7,17.9,28.8,0,2165
20.1,18,23.5,7.7,2158
21.6,17.6,27,0,2158
22.1,17.5,27.9,1.1,2158
21.5,17.9,26.3,0.2,2142
22,17.9,27.6,2.2,2093
21.4,17.7,26.4,1.4,2130
21.5,17.4,26.6,0,2139
20.4,18.1,23,4.5,2066
22.2,17.5,27.7,0.3,2066
23.2,17.8,29.2,0,2066
22.2,18.5,27.1,3.3,2041
22.9,18.8,28.9,7.2,2068
22.6,18.3,27.7,0.2,2060
23.5,18.9,29.8,0.1,2060
23.1,18.4,28.9,0.1,2060
23.8,19.2,29.8,1,2060
23.3,19.6,27.1,0.8,2060
22.7,18.2,27.7,0,2116
21.7,18.6,25.5,0.4,2239
21.4,18.7,25,0.2,2358
22.8,18.1,28,0,2510
23.5,19.4,28.7,4.6,2597
23.3,20.9,26,37.4,2597
23.4,20.4,27.7,0.5,2597
24,19.9,29.2,0.1,2689
24.6,20.4,29.3,1.1,2782
25.4,22,29.6,0.3,2793
23.9,22.3,26.1,25.2,2960
23.2,21,25.5,64,2978
23,19.6,28.1,2.1,2978
24,19.3,29.7,0,2978
24.9,20,30.7,0,2996
24,20.9,27.8,6.4,2991
24.1,21.9,27.3,33.2,2921
25,21.1,29.1,0.8,2716
24.8,21.9,29,23.6,2675
23.3,21.3,25.8,25.1,2675
22.4,20.3,25.1,48.2,2675
23,20.4,26.5,0.6,2671
23.5,21.2,26.3,8,2659
25.4,22.7,28.6,14.1,2686
25.6,23.1,29.2,27.9,2850
26.1,22.8,30.8,0.2,2849
26.1,22.3,31,0.1,2849
25.6,23.3,29,3.9,2849
27.3,23.8,31.8,0.7,2800
28,24.1,33.1,0,2806
28,23.6,33.4,0,2773
27.9,23.3,33.4,0,2775
28,23.6,33.2,0,2809
28.2,23.8,33.6,0,2809
28.7,24.1,34,0,2809
28.8,24.4,33.8,1.2,2837
28.9,24.7,34.3,0.1,2772
29.4,24.3,34.9,0,2764
28.8,25.5,32.9,0.3,2522
28.8,24.9,33.6,0,2533
28.8,24.3,34.3,0,2533
29.2,23.6,35.3,0,2533
29,24.4,34.5,1.2,2550
28.2,24,33.5,0.2,2600
27,22.3,32.4,0,2752
27.2,23,32.7,0.2,2883
25.3,23.1,29,8,2891
26.9,22.7,31.8,0.8,2891
26.2,23.7,30.2,26.8,2891
25.5,23.2,28.8,35,2984
25.4,22.4,29.1,6.2,3033
26.5,23.5,30.2,42.8,3033
25.6,23.1,29.3,21.1,2972
26.9,23.4,31.8,2.7,2970
27.6,24.6,31.8,2.6,2970
28.2,25.3,32.2,1.5,2970
26.8,24.8,29.3,17.7,2991
26.7,24,31.3,17.4,2977
23.6,21.7,26.7,29.4,2977
22.4,20.6,24.7,38.5,2995
22.4,20.6,24.4,40.8,2968
25.6,22,30.6,3.4,2968
27,22.8,32.2,0,2968
27.1,23.1,30.8,1.9,3023
25.9,23.4,28.6,38.3,3058
26.2,23.2,30.3,2.6,3179
22.3,19.6,25.4,67.5,3406
22.6,18.3,27.7,1.7,3394
22.9,19.1,28.1,0.5,3394
23.3,19.9,28.4,0.3,3394
23.7,19.9,29,0.1,3395
23.1,19.8,27,23.3,3423
22.8,18.2,28,9.9,3457
20.8,15.7,27.2,0,3393
21.9,15.7,27.5,8.7,3366
21.9,18.8,26.4,33.3,3366
19.9,18,22.8,7.9,3366
21,17.3,26.3,10.4,3434
20.9,16.1,26.9,0,3479
21.1,16.5,26.3,0,3495
21.3,19.3,23.9,5.8,3492
19.8,17.6,22.7,4.3,3490
19.8,16.8,23.6,2.9,3490
18.8,17.3,20.7,46.6,3490
18.8,17.4,20.9,95.5,3462
20.7,17.2,25.4,0.1,3507
19.6,15.5,25.1,0.3,3622
18.9,14.1,25.4,0,3747
18.7,14.1,24.9,0,3784
19.1,14.2,25.8,0.1,3784
19.3,14.1,26.2,0,3784
19.1,13.5,26.2,0,3999
19.2,13.6,26.2,0,3851
